commentOrDocument,modifyDate,docketId,commentOnDocumentId,id,organization,firstName,lastName,title,comment,attachments,link
comment,2021-10-04T14:14:53Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0003,,,Odette,Public Comment 1. Universal Engineering Consulting Services. Edwin Odette. 09/29/21,"While the US is moving diligently to bring significant manufacturing capabilities for the semiconductor industry to strengthen our supply chain, in the interim a viable solution is Aggregated Network Data Solutions (ANDS) that was funded by OSD and managed by the USAF.  ANDS is a powerful software solution that allows for network and collaboration across services / programs with vendors and successfully addresses the challenge of dealing with inaccurate semiconductor supply chain information and/or unknown semiconductor alternate sources. The way ANDS has been developed allows for adding Automated Programing Interfaces (APIs) to help break down data silos and allow all stakeholders to benefit resulting in faster informed decisions and improved results.<br/><br/>ANDS is networked with thousands of semiconductor manufacturers through our Vendor Portal facilitating high levels of trust in supplier relationships to manage our customers supply chain vulnerabilities and risks.<br/><br/>","[('UECS Briefing to Bomber Programs - Innovative Approach for Managing DoD Supply Vunerabilities and Challenges', 'https://downloads.regulations.gov/BIS-2021-0036-0003/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0003
comment,2021-11-05T20:51:06Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0025,United Microelectronics Corporation,,,Public Comment 23. United Microelectronics Corporation. Queenie Shao. 11/05/21,Please find our comments in the attached Excel file and a commentary in PDF file.,"[('Public-211105-UMC-Attachment 1', 'https://downloads.regulations.gov/BIS-2021-0036-0025/attachment_2.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0025
comment,2021-11-08T17:19:52Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0024,CEI Pte Ltd,,,Public Comment 22. CEI Pte Ltd. Company Representative. 11/05/21,See attached file(s),[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0024
comment,2021-11-08T21:15:02Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0036,Technicolor Connected Home USA LLC,,,Public Comment 34. Technicolor Connected Home USA LLC. Alan McCandless. 11/06/21,See attached file(s),"[('Technicolor_BIS-2021-0036', 'https://downloads.regulations.gov/BIS-2021-0036-0036/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0036
comment,2021-11-09T14:12:42Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0045,ASUSTeK Computer Inc.,,,Public Comment 43. ASUSTeK Computer Inc. Company Representative. 11/08/21,Please refer to the attached files.,"[('P_BIS-2021-0036-0002_ASUS', 'https://downloads.regulations.gov/BIS-2021-0036-0045/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0045
comment,2021-11-08T21:41:59Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0039,Infineon Technologies Americas Corp.,,,Public Comment 37. Infineon Technologies Americas Corp. Theresa Olson. 11/07/21,See attached file(s),"[('P Infineon BIS-2021-0036 Comment Form 11-07-21', 'https://downloads.regulations.gov/BIS-2021-0036-0039/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0039
comment,2021-11-09T16:23:27Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0048,CNH Industrial,,,Public Comment 46. CNH Industrial. Company Representative. 11/08/21,Thank you for reviewing our submission. ,"[('Attachment2_BIS IC Comment Form_CNH Industrial PUBLIC_Final', 'https://downloads.regulations.gov/BIS-2021-0036-0048/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0048
comment,2021-11-09T17:29:53Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0058,,,Anonymous,Public Comment 58. HRL Laboratories LLC. Company Representative. 11/08/21,Please see attached Business Confidential file. ,[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0058
comment,2021-11-09T17:09:09Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0054,Northrop Grumman Corporation,,,Public Comment 53. Northrop Grumman Corporation. Company Representative. 11/08/21,Attached are Business Confidential and Public versions of the requested form.,"[('P_Northrop-Grumman-Corp', 'https://downloads.regulations.gov/BIS-2021-0036-0054/attachment_2.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0054
comment,2021-11-09T16:59:59Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0052,"Entegris, Inc.",,,Public Comment 51. Entegris Inc. Company Representative. 11/08/21,Entegris appreciates the opportunity to comment on this important topic within the attached letter.  ,"[('Entegris DoC RFI Comments 08 NOV 2021', 'https://downloads.regulations.gov/BIS-2021-0036-0052/attachment_1.pdf'), ('BIS IC Comment Form Entegris 08 NOV 2021', 'https://downloads.regulations.gov/BIS-2021-0036-0052/attachment_2.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0052
comment,2021-11-09T16:39:49Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0051,"FUJIFILM SonoSite, Inc.",,,Public Comment 49. FUJIFILM SonoSite Inc. Richard Fabian. 11/08/21,"FUJIFILM SonoSite, Inc. has prepared the attached comment.  They are happy to meet with the Department of Commerce to discuss specifics regarding the attached comment.  Thank you. ","[('P FUJIFILM SonoSite - Letter to Commerce Department RFI on Semiconductors w WSJ article 11082021', 'https://downloads.regulations.gov/BIS-2021-0036-0051/attachment_1.docx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0051
comment,2021-11-09T20:48:48Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0062,"Amazon.com, Inc",,,Public Comment 61. Amazon.com Inc. Company Representative. 11/08/21,See attached file(s),"[('P_ Amazon.com Inc BIS-2021-0036', 'https://downloads.regulations.gov/BIS-2021-0036-0062/attachment_2.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0062
comment,2021-11-09T20:41:58Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0061,"Synergetic Technologies Group, Inc.",,,Public Comment 54. Synergetic Technologies Group Inc. Company Representative. 11/08/21,See attached file(s),[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0061
comment,2021-11-09T21:28:06Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0070,AdvaMed,,,Public Comment 70. AdvaMed. Company Representative. 11/08/21,See attached file(s),"[('AdvaMed Response to the Department of Commerce', 'https://downloads.regulations.gov/BIS-2021-0036-0070/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0070
comment,2021-11-09T21:16:17Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0067,ResMed Corp.,,,Public Comment 67. ResMed Corp. Company Representative. 11/08/21,"On behalf of ResMed Corp., we appreciate the opportunity to provide input in response to the US Department of Commerce and Bureau of Industry and Security request for public comments on Risks in the Semiconductor Supply Chain. The &ldquo;Notice of Requests for Public Comments on Risks in the Semiconductor Supply Chain&rdquo; was published in the Federal Register on September 24, 2021<br/><br/>ResMed is a pioneer of digital innovative solutions that treat and keep people out of the hospital, empowering them to live healthier, higher-quality lives.  Our digital health technologies and cloud-connected medical devices transform care for people with sleep apnea, chronic obstructive pulmonary disease (COPD), and other chronic diseases.  ResMed&rsquo;s comprehensive out-of-hospital software platforms support the professionals and caregivers who help people stay healthy in the home or care setting of their choice.  By enabling better care, we improve quality of life, reduce the impact of chronic disease, and lower costs for consumers and healthcare systems.<br/><br/>More than 15.5 million patients worldwide are remotely monitored at home with cloud-connectable devices and more than 130 million patient lives changed in the last 12 months.  Our aim is to deliver life-changing products and connected health solutions worldwide to people with sleep apnea or other respiratory conditions, and to spread awareness about these conditions and treatments.  We enable remote and self-monitoring via our therapy devices to improve patients&rsquo; experiences, health outcomes, as well as efficiency in patient management.  <br/><br/>As a leading digital health company, ResMed aims to present the Department a perspective that demonstrates just how vital our reliance on semiconductor chips is to the larger healthcare delivery system. As the medical community continues to rely on technological solutions to monitor patients during this time of Public Health Emergency from virtually anywhere, and at any time, practitioners have been forced to more effectively (while at a distance) manage space, time, logistics, and patients.   Robust mobile networks and advanced digital medical tools are making the promise of reducing hospitalizations the new reality.  Doctors can now more readily identify exacerbations, help patients improve medical adherence, and increase their efficiencies. Connected medical devices and solutions are becoming commonplace and an essential (integral) part of the delivery of care and therapy management, and help save and improve millions of lives every day. We look forward to working with the Department of Commerce, the interagency and key private sector partners to raise awareness about our unique and critical chip needs for these life saving technologies.<br/><br/>","[('P ResMed Inc. - BIS IC Comment Form', 'https://downloads.regulations.gov/BIS-2021-0036-0067/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0067
comment,2021-11-09T21:39:24Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0073,Ampere Computing,,,Public Comment 72. Ampere Computing. Company Representative. 11/08/21,See attached. ,"[('P_Ampere Submission', 'https://downloads.regulations.gov/BIS-2021-0036-0073/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0073
comment,2021-11-09T22:14:14Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0080,Booz Allen Hamilton,,,Public Comment 80. Booz Allen Hamilton. Company Representative. 11/08/21,See attached file(s),[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0080
comment,2021-11-09T22:04:15Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0078,Argo AI,,,Public Comment 78. Argo AI. Kate Kozlowski. 11/08/21,Please see comment attached from Argo AI ,"[('2021-11-08 Argo AI BIS Comments', 'https://downloads.regulations.gov/BIS-2021-0036-0078/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0078
comment,2021-11-10T16:24:59Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0082,Volvo Car Corporation,,,Public Comment 82. Volvo Car Corporation. Company Representative. 11/08/21,"Attached are the business confidential (prefix &quot;BC&quot;) and public (prefix &quot;P&quot;) versions of the BIS fillable form that I am submitting on behalf of Volvo Car Corporation. As set forth in the business confidential form, Volvo is entitled to confidential treatment of the confidential information in the form pursuant to Exemption 4 of the Freedom of Information Act, 5 U.S.C. 552(b)(4), as that exemption has been construed by the Supreme Court in Food Marketing Institute v. Argus Leader Media, 139 S. Ct. 2356 (2019), and in court cases subsequent to Food Marketing Institute, such as Renewable Fuels Ass&rsquo;n v. U.S. EPA, 2021 WL 602913 (D.D.C. Feb. 16, 2021). Confidential treatment is warranted because Volvo customarily and actually treats the information as private, and because, to the extent an assurance of confidentiality is required, the Department of Commerce&rsquo;s past practice of protecting voluntarily-submitted sensitive business information provides such an assurance.","[('P Volvo BIS IC Comment Form', 'https://downloads.regulations.gov/BIS-2021-0036-0082/attachment_2.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0082
comment,2021-11-10T16:58:27Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0088,"Amkor Technology, Inc.",,,Public Comment 89. Amkor Technology Inc. Company Representative. 11/08/21,See attached file(s),"[('P_BIS-2021-0036_Amkor', 'https://downloads.regulations.gov/BIS-2021-0036-0088/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0088
comment,2021-11-15T20:03:07Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0166,Robert Bosch LLC,,,Public Comment 132. Robert Bosch LLC. Paul Thomas. 11/08/21,Robert Bosch LLC is submitting the attached files along with the confidentiality statement in response to BIS-2021-0036.,"[('RBUS DoC BIS Conf Statement', 'https://downloads.regulations.gov/BIS-2021-0036-0166/attachment_4.pdf'), ('PUBLIC - Bosch Submission', 'https://downloads.regulations.gov/BIS-2021-0036-0166/attachment_5.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0166
comment,2021-11-10T22:04:12Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0127,Truck and Engine Manufacturers Association,,,Public Comment 129. Truck and Engine Manufacturers Association. Timothy Blubaugh. 11/08/21,Attached are comments of the Truck and Engine Manufacturers Association.  ,"[('2021 11 08 EMA Comments on Semiconductor Supply Chain Risks (126047_3)', 'https://downloads.regulations.gov/BIS-2021-0036-0127/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0127
comment,2021-11-10T22:02:33Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0126,"Smith & Nephew, Inc.",,,Public Comment 128. Smith & Nephew Inc. Company Representative. 11/08/21,Please see attached.,"[('P_SmithNephew_BIS IC Comment Form', 'https://downloads.regulations.gov/BIS-2021-0036-0126/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0126
comment,2021-11-10T22:07:55Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0128,"Applied Materials, Inc.",,,Public Comment 130. Applied Materials Inc. John D. Kania. 11/08/21,"Headquartered in Santa Clara, California and founded in 1967, Applied Materials, provides manufacturing equipment, services and software to the global semiconductor, flat panel display, solar photovoltaic (PV) and related industries. Our customers include manufacturers of semiconductor wafers and chips, flat panel liquid crystal displays (LCDs), solar PV cells and modules, and other electronic devices. <br/><br/>Applied Materials welcomes the opportunity to provide our perspectives in response to the U.S. Department of Commerce&rsquo;s request for information on &ldquo;Risks in the Semiconductor Supply Chain&rdquo;. ","[('P_Applied Materials_BIS-2021-0036_Semiconductor Supply Chain Comments_Nov82021  ', 'https://downloads.regulations.gov/BIS-2021-0036-0128/attachment_2.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0128
comment,2021-11-10T20:17:40Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0106,Google,,,Public Comment 107. Google. Company Representative. 11/08/21,See attached file(s),"[('Google Response.110821', 'https://downloads.regulations.gov/BIS-2021-0036-0106/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0106
comment,2021-11-10T20:19:55Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0107,Deere & Company,,,Public Comment 108. Deere & Company. Collis Jones. 11/08/21,Please see attached files.,"[('BIS IC Comment Form - Deere', 'https://downloads.regulations.gov/BIS-2021-0036-0107/attachment_1.xlsx'), ('PUBLIC Deere Comment Letter - Docket BIS-2021-0036', 'https://downloads.regulations.gov/BIS-2021-0036-0107/attachment_2.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0107
comment,2021-11-10T20:21:45Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0108,Infinera Corporation,,,Public Comment 109. Infinera Corporation. Steve Stockman. 11/08/21,Please let us know if there are any follow-up questions or if there is any additional information we can provide. Contact Rob Shore at rshore@infinera.com<br/><br/>You can learn more about our company at infinera.com.,"[('BIS-2021-0036-0002_content - Infinera - 2021-11-04', 'https://downloads.regulations.gov/BIS-2021-0036-0108/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0108
comment,2021-11-10T19:25:13Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0101,"SkyWater Technology, Inc.",,,Public Comment 101. SkyWater Technology Inc. Company Representative. 11/08/21,"This information qualifies for protection under FOIA, 5 U.S.C. &sect; 552(b)(4), and should be exempt from public disclosure.",[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0101
comment,2021-11-10T19:26:42Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0102,"DuPont de Nemours, Inc.",,,Public Comment 102. DuPont de Nemours Inc. Company Representative. 11/08/21,BCI,[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0102
comment,2021-11-10T21:57:46Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0124,NCTA - The Internet & Television Association,,,Public Comment 126. NCTA - The Internet & Television Association. Rick Chessen. 11/08/21,<br/>Attached are the comments NCTA - The Internet &amp; Television Association are submitting in Docket No. 210915-0189 RIN 0694-XC084 to the Bureau of Industry and Security &quot;Notice for Risks in the Semiconductor Supply Chain&quot;.  Thank you.<br/>,"[('110821 RIN 0694-XC084 NCTA BIS Semiconductor Supply Chain Comments', 'https://downloads.regulations.gov/BIS-2021-0036-0124/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0124
comment,2021-11-10T20:40:12Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0112,,,Anonymous,Public Comment 112. APTIV PLC. Company Representative. 11/08/21,See attached file(s)<br/>We believe this information is protected from public disclosure under 5 U.S.C. &sect; 552(b)(4),[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0112
comment,2021-11-10T20:43:28Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0113,NCR Corporation,,,Public Comment 113. NCR Corporation. Company Representative. 11/08/21,See attached file(s),"[('P-NCR Comments-BIS-2021-0036', 'https://downloads.regulations.gov/BIS-2021-0036-0113/attachment_2.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0113
comment,2021-11-10T20:38:38Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0111,"IDEMIA North America, Fiserv, Capital One, Mastercard, Visa, ETA, ICBA, IPA, PLC",,,Public Comment 111. IDEMIA North America et al.. Lisa Shoemaker. 11/08/21,See attached file(s),"[('Payment Chip Working Group DOC Comment to BIS 2021-0036 FINAL ', 'https://downloads.regulations.gov/BIS-2021-0036-0111/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0111
comment,2021-11-09T21:30:31Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0071,"Ferroglobe, PLC",,,Public Comment 65. Ferroglobe PLC. Company Representative. 11/08/21,U.S. Silicon Metal Production Supports U.S. Semiconductor Production,"[('Comment Federal Register FINAL', 'https://downloads.regulations.gov/BIS-2021-0036-0071/attachment_1.pdf'), ('BIS IC Comment Form - Final', 'https://downloads.regulations.gov/BIS-2021-0036-0071/attachment_2.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0071
comment,2021-11-10T19:05:58Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0097,American Bankers Association,,,Public Comment 97. American Bankers Association. Company Representative. 11/08/21,Please see the attached comment letter of the American Bankers Association regarding Risks in the Semiconductor Supply Chain (BIS 2021&ndash;0036).,"[('ABA BIS IC Comment Form BIS 2021 0036', 'https://downloads.regulations.gov/BIS-2021-0036-0097/attachment_1.pdf'), ('ABA Comment Letter re EMV Chip Shortage BIS 2021 0036', 'https://downloads.regulations.gov/BIS-2021-0036-0097/attachment_2.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0097
comment,2021-11-10T19:00:34Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0095,Verizon,,,Public Comment 95. Verizon. William H. Johnson. 11/08/21,Attached please find Verizon Comments in response to the Request for Public Comments on Risks in the Semiconductor Supply Chain,"[('2021 11 08 Verizon DOC Semiconductor Submission Signed', 'https://downloads.regulations.gov/BIS-2021-0036-0095/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0095
comment,2021-11-10T19:02:17Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0096,"Powerex, Inc",,,Public Comment 96. Powerex Inc. Company Representative. 11/08/21,See attached file(s),[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0096
comment,2021-11-10T19:07:54Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0098,National Electrical Manufacturers Association,,,Public Comment 98. National Electrical Manufacturers Association. Philip A. Squair. 11/08/21,"November 8, 2021<br/><br/>The Honorable Matthew S. Borman<br/>Deputy Assistant Secretary for Export Administration<br/>Bureau of Industry and Security<br/>U.S. Department of Commerce<br/>1401 Constitution Avenue NW<br/>Washington, DC 20230<br/><br/>RE: Comments Responding to Bureau of Industry and Security Request for Public Comments on Risks in the Semiconductor Supply Chain <br/><br/>Dear Deputy Assistant Secretary Borman:<br/><br/>The purpose of this letter is to respond to the September 24, 2021 Notice of Request for Comments on Risks in the Semiconductor Supply Chain.  <br/><br/>The National Electrical Manufacturers Association (NEMA) represents nearly 325 electrical equipment and medical imaging manufacturers that make safe, reliable, and efficient products and systems. Our combined industries account for 370,000 American jobs in more than 6,100 facilities covering every state. These industries produce $130 billion in shipments and $38 billion in exports of electrical equipment and medical imaging technologies per year.  NEMA represents 58 product sectors serving seven major U.S. markets: Building Systems, Building Infrastructure, Lighting Systems, Industrial Products &amp; Systems, Utility Products &amp; Systems, Transportation Systems, and Medical Imaging.<br/><br/>The full NEMA comment may be found in the attachment.  As the Department works through responsive comments in the docket, we would be happy to facilitate a meeting with you to discuss the electroindustry views of semiconductor supply chain challenges specifically and reliable supply chains generally.  Please feel free to contact me (Philip.Squair@nema.org) to arrange greater engagement with NEMA.<br/><br/>Sincerely<br/> <br/>Philip A. Squair<br/>Vice President, Government Relations<br/><br/>","[('NEMA response to BIS request for comments on semiconductor supply chain FINAL ', 'https://downloads.regulations.gov/BIS-2021-0036-0098/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0098
comment,2021-11-10T18:48:47Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0093,Alliance for Automotive Innovation,,,Public Comment 93. Alliance for Automotive Innovation. John Bozzella. 11/08/21,Please see attached comments from the Alliance for Automotive Innovation (Auto Innovators),"[('AAI Comments - 2021 - BIS RFI on Semiconductors', 'https://downloads.regulations.gov/BIS-2021-0036-0093/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0093
comment,2021-11-10T20:51:21Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0115,"Hyundai Motor Manufacturing Alabama, LLC",,,Public Comment 115. Hyundai Motor Manufacturing Alabama LLC. Company Representative. 11/08/21,"Please refer to the attached survey files provided by Hyundai Motor Manufacturing Alabama, LLC.  A business confidential version of the survey was required because it contains proprietary information.","[('P Hyundai Motor Manufacturing Alabama LLC', 'https://downloads.regulations.gov/BIS-2021-0036-0115/attachment_2.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0115
comment,2021-11-10T22:42:11Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0136,Schneider Electric,,,Public Comment 138. Schneider Electric. Company Representative. 11/08/21,Thank you for the opportunity to comment on the risks to the semiconductor supply chain.  You will find our comments in the attached Excel document. ,"[('Bureau of Industry Security RFC - Semiconductor Shortage - Schneider Electric 11.2.2021 FINAL', 'https://downloads.regulations.gov/BIS-2021-0036-0136/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0136
comment,2021-11-10T22:39:38Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0135,Carrier,,,Public Comment 137. Carrier. Company Representative. 11/08/21,Attached is the feedback from Carrier. There are 4 attachments.,"[('Public Carrier BIS-2021-0036 Supplement', 'https://downloads.regulations.gov/BIS-2021-0036-0135/attachment_3.docx'), ('Public Carrier BIS-2021-0036', 'https://downloads.regulations.gov/BIS-2021-0036-0135/attachment_4.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0135
comment,2021-11-10T22:35:35Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0134,Whirlpool Corporation,,,Public Comment 136. Whirlpool Corporation. Company Representative. 11/08/21,See attached file(s),"[('P_Whirlpool Corporation BIS IC Comment Form PUBLIC 11.08.2021', 'https://downloads.regulations.gov/BIS-2021-0036-0134/attachment_2.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0134
comment,2021-11-10T22:33:05Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0133,DB HiTek,,,Public Comment 135. DB HiTek. Company Representative. 11/08/21,See attached file(s),"[('P_DBHiTek_BIS-2021', 'https://downloads.regulations.gov/BIS-2021-0036-0133/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0133
comment,2021-11-10T22:58:45Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0143,Ford Motor Company,,,Public Comment 145. Ford Motor Company. Company Representative. 11/08/21,Ford Motor Company response to Notice of Request for Public Comments on Risks in the Semiconductor Supply Chain published 9-24-21<br/>,"[('BIS IC Comment Form - Ford - 11-08-21 V3', 'https://downloads.regulations.gov/BIS-2021-0036-0143/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0143
comment,2021-11-10T22:57:29Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0142,Ford Motor Company,,,Public Comment 144. Ford Motor Company. Company Representative. 11/08/21,Ford Motor Company response to Notice of Request for Public Comments on Risks in the Semiconductor Supply Chain published 9-24-21. ,[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0142
comment,2021-11-10T22:54:21Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0141,Korea Electronics Association,,,Public Comment 143. Korea Electronics Association. Company Representative. 11/08/21,The Korea Electronics Association (KEA) is the leading electronics and IT industry association of which members include the nation&#39;s major home appliances and mobile phone manufacturers. Please refer to the attached files for details.,[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0141
comment,2021-11-10T22:48:35Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0139,Lear Corporation,,,Public Comment 141. Lear Corporation. Company Representative. 11/08/21,See attached file(s),"[('P-Lear Corporation-BIS-2021-0036', 'https://downloads.regulations.gov/BIS-2021-0036-0139/attachment_2.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0139
comment,2021-11-10T21:12:55Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0117,The University of Texas at El Paso,,,Public Comment 119. The University of Texas El Paso. David Zubia. 11/08/21,See attached file(s),"[('BIS-2021-0036-0002_content', 'https://downloads.regulations.gov/BIS-2021-0036-0117/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0117
comment,2021-11-10T21:08:19Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0116,Nokia,,,Public Comment 118. Nokia. Brian Hendricks. 11/08/21,See attached files.,"[('P Nokia Comments - PUBLIC', 'https://downloads.regulations.gov/BIS-2021-0036-0116/attachment_1.xlsx'), ('P Nokia Comments - PUBLIC', 'https://downloads.regulations.gov/BIS-2021-0036-0116/attachment_2.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0116
comment,2021-11-10T21:15:20Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0118,HP Inc.,,,Public Comment 120. HP Inc. Company Representative. 11/08/21,See attached file(s),"[('P-HP Inc. Semiconductor Response', 'https://downloads.regulations.gov/BIS-2021-0036-0118/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0118
comment,2021-11-10T22:28:45Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0131,IPC & USPAE,,,Public Comment 133. IPC & USPAE. Company Representative. 11/08/21,Comments of IPC and USPAE regarding the need to strengthen the U.S. ecosystem for semiconductor advanced packaging. See attached comments. ,"[('IPC and USPAE Comments - Risks in the Semiconductor Supply Chain - Docket No. 210915-0189 - Department of Commerce - November 8 2021', 'https://downloads.regulations.gov/BIS-2021-0036-0131/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0131
